name,market,funding_amount,status,country,region,funding_rounds,founded_at,first_funding_at,last_funding_at
Fermentalg, Biotechnology ,25501830,operating,FRA,Aquitaine,3,1104537600,1235865600,1379376000
Ferric Semiconductor, Semiconductors ,1000000,operating,USA,New York City,2,1293840000,1373846400,1394668800
FertilityAuthority, Social Network Media ,1700000,operating,USA,New York City,2,1235865600,1245715200,1382572800
Fervent Pharmaceuticals, Pharmaceuticals ,200000,operating,USA,Greenville. NC,1,1293840000,1400716800,1400716800
Festicket, Online Travel ,760000,operating,GBR,London,2,1338508800,1341532800,1362960000
FetchBack, Advertising ,1000000,acquired,USA,Phoenix,1,1175385600,1199145600,1199145600
Fetch MD, Heathcare ,25000,closed,USA,Atlanta,1,1368576000,1370563200,1370563200
Fetch Plus. Inc Pte. Ltd., Software ,580000,operating,SGP,Central Region,1,1262304000,1341878400,1341878400
Feuerlabs, Software ,125000,operating,USA,Los Angeles,1,1293840000,1361750400,1361750400
Feusd, Enterprise Software ,160922,operating,GBR,Edinburgh,1,1283299200,1336953600,1336953600
Fever, Entertainment ,3000000,operating,USA,New York City,1,1329264000,1399420800,1399420800
FeZo, Enterprise Software ,60000,closed,USA,SF Bay Area,1,1309132800,1309132800,1309132800
FFFavs, News ,275000,operating,USA,Los Angeles,5,1297123200,1304294400,1405641600
fflap, Social Media Marketing ,194526,operating,GBR,Harrogate,2,1271030400,1271030400,1280620800
FFWD, Curated Web ,1700000,closed,USA,SF Bay Area,1,1167609600,1185926400,1185926400
fg microtec, Software ,5425110,operating,DEU,Munich,2,946684800,1123804800,1155859200
FíÄ©vrier 46, Sales and Marketing ,72360,closed,FRA,Paris,2,1257033600,1275782400,1292284800
FibeRio, Nanotechnology ,17889122,operating,USA,Harlingen,3,1230768000,1294704000,1361750400
FiberSensing, Hardware + Software ,3110000,operating,PRT,Porto,1,1072915200,1168387200,1168387200
Fiberstar, Biotechnology ,11140000,operating,USA,Alabama,2,883612800,1374105600,1377216000
FiberZone Networks, Analytics ,42786202,operating,USA,Washington D.C.,5,1041379200,1049155200,1361750400
Fibroblast, Medical ,875000,operating,USA,Chicago,2,1262304000,1338508800,1381276800
FibroGen, Biotechnology ,106023000,operating,USA,SF Bay Area,2,725846400,1108512000,1343347200
Fidelis, SaaS ,10250000,operating,USA,SF Bay Area,3,1301616000,1301616000,1367366400
Fidelis Security Systems, Enterprise Software ,28415704,operating,USA,Washington D.C.,3,1009843200,1116201600,1271116800
Fidelis SeniorCare, Health and Wellness ,58340499,operating,USA,Chicago,4,1072915200,1349136000,1389571200
Fidelithon Systems, iPhone ,250000,operating,USA,SF Bay Area,1,1257033600,1270080000,1270080000
Fiducioso Advisors, Software ,80000,operating,USA,New York City,1,1262304000,1368489600,1368489600
Field Agent, Business Services ,2500000,operating,USA,Fayetteville,1,1271462400,1362700800,1362700800
FieldAware, Software ,11322080,operating,IRL,Dublin,2,1230768000,1264982400,1383523200
Fieldglass, Software ,173287501,acquired,USA,Chicago,2,942364800,1106006400,1288051200
Fielding Systems, Software ,665020,operating,USA,Tampa,2,1230768000,1376265600,1383091200
FieldLens, Construction ,12635000,operating,USA,New York City,4,1322611200,1322697600,1399507200
Field Nation, Software ,150000,operating,USA,Twin Cities,1,1199145600,1311638400,1311638400
Fieldoo, Mobile ,665600,operating,SVN,Ljubljana,1,1330560000,1330560000,1330560000
FIELDS CHINA, Hospitality ,5000000,operating,CHN,Shanghai,1,1230768000,1381968000,1381968000
FieldSolutions, Hardware + Software ,1500000,operating,USA,Twin Cities,1,1136073600,1277942400,1277942400
Field Squared, Software ,925000,operating,USA,Denver,1,1356998400,1395878400,1395878400
FieldView Solutions, Enterprise Software ,4750000,operating,USA,Newark,2,1136073600,1261008000,1308009600
Fiesta Frog, Concerts ,30000,operating,USA,Syracuse,2,1317427200,1333065600,1334534400
Fiestah, Sales and Marketing ,40000,operating,USA,New York City,2,1328054400,1401580800,1406851200
Fifth Generation Computer, Software ,375000,operating,USA,New York City,1,441763200,1243555200,1243555200
Fifth Generation Technologies India Private, Software ,3310000,operating,IND,Chennai,1,883612800,1259107200,1259107200
Fifty100, Artists Globally ,830000,operating,USA,Los Angeles,5,1234137600,1235347200,1298937600
FiftyThree, Software ,15100000,operating,USA,New York City,2,1293840000,1333238400,1371513600
Figaro Systems, Software ,1671125,operating,USA,Albuquerque,1,694224000,1358380800,1358380800
Figgu, Trading ,40000,operating,CHL,Santiago,1,1382400000,1401580800,1401580800
Fight My Monster, Kids ,2100000,operating,USA,SF Bay Area,1,1293840000,1330560000,1330560000
Figma, None ,3874996,operating,USA,SF Bay Area,1,1349049600,1372032000,1372032000
FIGMD, Health and Wellness ,100084,operating,USA,Chicago,1,1262304000,1309478400,1309478400
Figo Pet Insurance, Insurance ,900000,operating,USA,Chicago,1,1356998400,1389571200,1389571200
FIGS, Health Care ,2000000,operating,USA,Los Angeles,1,1325376000,1372723200,1372723200
Fik Stores, E-Commerce ,100000,operating,ESP,Madrid,1,1338508800,1344988800,1344988800
Fiksu, Mobile ,16749993,operating,USA,Boston,3,1228089600,1266451200,1341187200
Filament Labs, Enterprise Software ,1155000,operating,USA,Austin,4,1362096000,1375660800,1400716800
Filao, Software ,10900000,closed,FRA,Paris,3,946684800,1109635200,1206662400
FileHold Document Management software, Software ,400000,operating,CAN,Burnaby,1,1104537600,1104537600,1104537600
FileLife, Security ,1200000,operating,USA,Ontario - Inland Empire,1,1193875200,1356998400,1356998400
FilesX, Software ,7500000,acquired,ISR,Tel Aviv,1,946684800,1050364800,1050364800
FileThis, Web Hosting ,1425799,operating,USA,SF Bay Area,1,1262304000,1366588800,1366588800
FileTrek, Enterprise Software ,10000000,operating,CAN,Ottawa,1,1293840000,1329264000,1329264000
Filmaster, Predictive Analytics ,767473,operating,POL,Warsaw,4,1283299200,1283299200,1372636800
FilmBreak, Consumer Internet ,300000,operating,USA,Los Angeles,1,1351728000,1362096000,1362096000
Film Fresh, Games ,2000000,operating,USA,Los Angeles,1,1104537600,1296518400,1296518400
Filmmortal, Brand Marketing ,155000,operating,USA,SF Bay Area,3,1218326400,1241136000,1282089600
FilmTrack, Content Delivery ,20000000,operating,USA,Los Angeles,1,820454400,1377475200,1377475200
FilmySphere Entertainment Pvt Ltd, Games ,100000,operating,IND,Bangalore,1,1387843200,1400803200,1400803200
Filmzu, Digital Media ,50000,operating,USA,Los Angeles,1,1346457600,1347235200,1347235200
FilterEasy, E-Commerce ,310000,operating,USA,Raleigh,1,1352246400,1391990400,1391990400
Filter Foundry, Creative ,750000,operating,USA,Los Angeles,1,1264982400,1301616000,1301616000
Filter Squad, iPad ,1338655,operating,AUS,Perth,2,1294963200,1295136000,1319587200
Filtosh Inc., Recruiting ,40000,operating,USA,Los Angeles,1,1373500800,1402444800,1402444800
Filtrbox, Finance ,1915000,acquired,USA,SF Bay Area,3,1175385600,1185926400,1234828800
Finalta, Enterprises ,4164244,operating,USA,Boston,5,1298937600,1304035200,1390435200
Financeit, Financial Services ,21400000,operating,CAN,Toronto,6,1170288000,1177977600,1384819200
Financetesetudes, Financial Services ,148323,operating,FRA,Paris,1,1262304000,1304208000,1304208000
FinancialForce.com, Enterprise Resource Planning ,76300000,operating,USA,SF Bay Area,4,1251763200,1254355200,1398297600
Financial Guard, Retirement ,2000000,operating,USA,Salt Lake City,1,1259625600,1373846400,1373846400
Financial Information Network & Operations Pvt, Finance ,35000000,closed,IND,Mumbai,2,1136073600,1172880000,1260316800
Finanzchef24, Finance ,8118814,operating,DEU,Munich,2,1325376000,1358380800,1401753600
Finario, Software ,400000,operating,USA,Hartford,2,1199145600,1330387200,1359590400
Fina Technologies, Machine Learning ,4500000,operating,USA,Boston,1,1199145600,1260403200,1260403200
Fincon, Software ,330000,operating,KOR,Kyonggi-do,1,1343779200,1345507200,1345507200
Findersfee, Price Comparison ,13568,operating,IRL,Dublin,1,1391126400,1391126400,1391126400
Findery, Mobile ,9500000,operating,USA,SF Bay Area,2,1293840000,1297814400,1329350400
Find Invest Grow (FIG), Enterprise Software ,508405,operating,GBR,London,2,1232668800,1230768000,1309478400
Find That File, Education ,250000,operating,USA,Denver,1,1201824000,1199145600,1199145600
FindYogi, Consumers ,100000,operating,IND,Bangalore,1,1349049600,1374192000,1374192000
FineEye Color Solutions, Hardware + Software ,1000214,operating,USA,Grand Rapids,1,852076800,1253577600,1253577600
Finestrella, Finance ,13800000,operating,MEX,Durango,1,1199145600,1315353600,1315353600
Finexkap, Financial Services ,132351,operating,FRA,Paris,1,1338508800,1374796800,1374796800
Fingerprint, Online Gaming ,20000000,operating,USA,SF Bay Area,3,1277942400,1301616000,1403654400
Fingo, Apps ,250000,operating,USA,Wilmington. DE,1,1349049600,1382745600,1382745600
Finicity, None ,62500,operating,USA,Salt Lake City,1,967766400,1398124800,1398124800
Finjan, Security ,32000000,acquired,USA,New York City,3,820454400,1139356800,1385337600
Finomial, Finance ,2324998,operating,USA,New York City,1,1262304000,1325721600,1325721600
Finovera, Curated Web ,1500000,operating,USA,SF Bay Area,1,1293840000,1328659200,1328659200
FINsix Corporation, Semiconductors ,5200000,operating,USA,Boston,3,1262304000,1298592000,1341446400
Finsphere, Identity Management ,30700000,operating,USA,Omaha,4,1167609600,1212710400,1386633600
FINXI, Software ,25000,operating,BRA,Rio de Janeiro,1,1269043200,1341100800,1341100800
Fio, Biotechnology ,355781,operating,CAN,Toronto,2,1230768000,1285286400,1360108800
Fios, Legal ,6500000,acquired,USA,Portland. ME,1,915148800,1124668800,1124668800
FiPath, Finance ,505000,operating,USA,Atlanta,1,1212278400,1277251200,1277251200
Fippex, CRM ,3844955,operating,USA,Chicago,3,1230768000,1271894400,1334880000
Firebase, Enterprise Software ,7000000,operating,USA,SF Bay Area,2,1314835200,1337817600,1371686400
Firecomms, Semiconductors ,17035520,acquired,IRL,Cork,2,946684800,1146182400,1231891200
FireEye, Communications Hardware ,823715776,operating,USA,SF Bay Area,6,1072915200,1104537600,1389312000
Firefly BioWorks, Biotechnology ,3395000,operating,USA,Boston,4,1262304000,1319155200,1405900800
Firefly Energy, Batteries ,31000000,operating,USA,Peoria,4,1051747200,1097712000,1224028800
FireFly LED Lighting, Hardware + Software ,3500000,operating,USA,Austin,1,1277337600,1314144000,1314144000
Firefly Media, News ,327545,operating,USA,Raleigh,1,1230768000,1383177600,1383177600
Firefly Mobile, Mobile ,43300000,operating,USA,Miami,3,1041379200,1104537600,1161216000
FireHost, IaaS ,60058340,operating,USA,Dallas,6,1230768000,1268265600,1397606400
Firepro Systems, Security ,12000000,operating,IND,Bangalore,1,694224000,1144108800,1144108800
FireScope, Software ,12836661,operating,USA,Anaheim,5,1156550400,1238630400,1333065600
Firespotter Labs, Curated Web ,18000000,operating,USA,SF Bay Area,2,1301616000,1304467200,1342656000
FireStar Software, Enterprise Software ,980000,closed,USA,Boston,1,978307200,1136246400,1136246400
Firestorm Emergency Services, Hardware + Software ,1000000,operating,USA,Los Angeles,1,1199145600,1254268800,1254268800
Firethorn, Mobile ,25131611,acquired,USA,Atlanta,3,978307200,1141171200,1167696000
Firetide, Mobile ,39790000,operating,USA,SF Bay Area,4,1041379200,1054598400,1254268800
Firm58, Finance ,19200000,operating,USA,Chicago,3,1104537600,1175644800,1275523200
Firmafon, Mobile ,1707784,operating,DNK,Copenhagen,2,1230768000,1293408000,1367366400
Firmex, Software ,4450000,operating,CAN,Toronto,2,1159660800,1176595200,1210809600
FirmPlay, Search ,85000,operating,USA,Boston,1,1356998400,1356998400,1356998400
First30Days, Advertising ,5000000,operating,USA,Denver,2,1201824000,1167609600,1171152000
FirstBest, Software ,23775001,operating,USA,Boston,3,1136073600,1237852800,1389830400
First Choice Healthcare Solutions, Health and Wellness ,50000,operating,USA,Florida's Space Coast,1,1180483200,1344556800,1344556800
First Choice Pet Care, Animal Feed ,4600000,operating,USA,Austin,1,1388534400,1403049600,1403049600
First Coverage, Finance ,14503750,operating,USA,Boston,3,1104537600,1164672000,1287705600
FirstCry.com, E-Commerce ,29000000,operating,IND,Pune,2,1262304000,1329091200,1390262400
First Data Corporation, Trading ,3500000000,operating,USA,Atlanta,1,31536000,1404345600,1404345600
FirstFuel Software, Analytics ,20900000,operating,USA,Lexington,3,1314835200,1316649600,1386633600
First Insight, Predictive Analytics ,9379267,operating,USA,Pittsburgh,3,1170288000,1305504000,1393459200
FirstJob, Enterprise Software ,1553016,operating,USA,SF Bay Area,2,1320451200,1320451200,1367366400
First Look Media, News ,50000000,operating,MYS,Kuala Lumpur,1,1348876800,1387411200,1387411200
First Meta, Virtual Worlds ,501000,operating,SGP,Central Region,2,1170892800,1167609600,1330560000
First Opinion, iOS ,2600000,operating,USA,SF Bay Area,3,1356998400,1362096000,1400198400
FirstRain, Analytics ,57764731,operating,USA,SF Bay Area,5,946684800,1146096000,1387670400
First Service Networks, Software ,10000000,operating,USA,Phoenix,1,3029529600,1314576000,1314576000
First Solar, Semiconductors ,427700000,operating,USA,Phoenix,1,915148800,1371513600,1371513600
First Stop Health, Curated Web ,2200000,operating,USA,Chicago,1,1301616000,1395187200,1395187200
firstSTREET for Boomers & Beyond, E-Commerce ,4200000,operating,USA,Richmond,1,441763200,1294704000,1294704000
FirstString, High Schools ,200000,operating,USA,Los Angeles,1,1312156800,1204329600,1204329600
First To File, Software ,3767701,operating,USA,SF Bay Area,3,883612800,1261958400,1347321600
First Warning Systems, Biotechnology ,2440000,operating,USA,Reno - Sparks,3,1199145600,1344297600,1398124800
First Wave, Biotechnology ,130000,operating,USA,Batavia,1,1167609600,1331510400,1331510400
FiscalNote, Legal ,1231500,operating,USA,Washington D.C.,3,1364774400,1370044800,1378857600
Fisgo, Employment ,2000000,operating,BRA,Rio de Janeiro,1,1280620800,1328054400,1328054400
Fishbowl, Advertising ,19000000,operating,USA,Alexandria,2,946684800,1177027200,1206576000
FishBrain, Curated Web ,2550000,operating,SWE,Gothenburg,2,1267401600,1378339200,1404777600
fishfishme, Leisure ,250000,operating,ESP,Malaga,2,1339718400,1349049600,1388966400
Fishidy, Social Media ,1500000,operating,USA,Huntsville,1,1320969600,1401667200,1401667200
Fishki, Games ,1200000,operating,ROM,Salaj,1,1356998400,1384732800,1384732800
FishNet Security, Security ,12000000,operating,USA,Overland Park,1,820454400,1104883200,1104883200
Fisker Automotive, Automotive ,1451000000,acquired,USA,Anaheim,9,1199145600,1200268800,1333324800
Fisoc, Loyalty Programs ,31990429,operating,USA,Austin,6,1230768000,1276128000,1380240000
FitBark, Hardware + Software ,125000,operating,USA,New York City,1,1362096000,1392854400,1392854400
Fitbay, Fashion ,2400000,operating,DNK,Copenhagen,2,1367366400,1390867200,1402444800
FitBionic, Biotechnology ,2200000,operating,USA,Denver,1,1136073600,1375920000,1375920000
Fitbit, Hardware ,66000000,operating,USA,SF Bay Area,4,1177977600,1223596800,1376352000
Fitcline, Technology ,20000,operating,USA,Chicago,2,1374451200,1372636800,1377216000
Fit&Color, Fashion ,530000,operating,TUR,Istanbul,1,1381190400,1375056000,1375056000
Fiteeza, Health and Wellness ,100000,operating,USA,Washington D.C.,1,1317427200,1340755200,1340755200
FiTeq, Hardware + Software ,2700000,operating,USA,SF Bay Area,1,1230768000,1265673600,1265673600
Fitfu, iPhone ,400000,closed,GBR,London,1,1230768000,1293840000,1293840000
FitFully, Machine Learning ,100000,operating,ISR,Tel Aviv,2,1362096000,1384819200,1391990400
FitLinxx, Software ,4775000,operating,USA,Hartford,2,725846400,1158019200,1250121600
fitmob, Exercise ,9800000,operating,USA,SF Bay Area,1,1370044800,1390435200,1390435200
Fitmoo, Health and Wellness ,7462400,operating,USA,New York City,4,1354320000,1362096000,1401580800
Fitnet, Health and Wellness ,1400000,operating,USA,Roanoke,2,1364774400,1379376000,1397520000
Fitocracy, Curated Web ,250000,operating,USA,New York City,1,1285891200,1314835200,1314835200
Fits.me, SaaS ,8950000,operating,GBR,London,2,1267401600,1285113600,1366156800
FitStar, Health and Wellness ,5000000,operating,USA,SF Bay Area,2,1333238400,1355961600,1371686400
FittingRoom, Reviews and Recommendations ,313000,operating,USA,Lexington,2,1370044800,1383264000,1406851200
Five9, Technology ,84100000,operating,USA,SF Bay Area,6,978307200,1104537600,1369785600
Five Apes, Software ,2000000,operating,USA,SF Bay Area,1,1167609600,1311292800,1311292800
Five Cool, Analytics ,81191,operating,GBR,London,1,1253145600,1251763200,1251763200
FiveCubits, Software ,7596725,operating,USA,Chicago,1,252460800,1291766400,1291766400
Five Delta, Analytics ,300000,operating,USA,Los Angeles,1,1325376000,1369958400,1369958400
Five Prime Therapeutics, Health Care ,145540487,operating,USA,SF Bay Area,6,1009843200,1107820800,1395792000
Fiverr.com, Task Management ,50000000,operating,ISR,Tel Aviv,3,1264982400,1293840000,1407715200
FiveRuns, Curated Web ,9200000,acquired,USA,Austin,2,1107216000,1125532800,1193529600
FiveStars Loyalty, Loyalty Programs ,16650000,operating,USA,SF Bay Area,3,1293840000,1293840000,1343865600
Five Star Technologies, None ,13222860,closed,USA,Cleveland,3,915148800,1164844800,1259020800
Fixed - Parking Tickets, Apps ,1200000,operating,USA,SF Bay Area,1,1385856000,1406160000,1406160000
Fixes 4 Kids, Biotechnology ,1675926,operating,USA,Salt Lake City,2,1230768000,1336003200,1365552000
